"Name","lDAPDisplayName","Created","Modified","attributeID","attributeSyntax"
"Security-Identifier","securityIdentifier","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.121","2.5.5.17"
"ms-SPP-Issuance-License","msSPP-IssuanceLicense","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2088","2.5.5.10"
"Admin-Property-Pages","adminPropertyPages","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.562","2.5.5.12"
"Ipsec-Negotiation-Policy-Reference","ipsecNegotiationPolicyReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.628","2.5.5.1"
"ms-DS-KrbTgt-Link-BL","msDS-KrbTgtLinkBl","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1931","2.5.5.1"
"MSMQ-Sites","mSMQSites","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.927","2.5.5.10"
"See-Also","seeAlso","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.34","2.5.5.1"
"ms-TPM-Srk-Pub-Thumbprint","msTPM-SrkPubThumbprint","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2107","2.5.5.10"
"Allowed-Attributes","allowedAttributes","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.913","2.5.5.2"
"IPSEC-Negotiation-Policy-Type","iPSECNegotiationPolicyType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.887","2.5.5.12"
"ms-DS-Is-Full-Replica-For","msDS-IsFullReplicaFor","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1932","2.5.5.1"
"MSMQ-Transactional","mSMQTransactional","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.926","2.5.5.8"
"Seq-Notification","seqNotification","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.504","2.5.5.9"
"ms-TPM-Owner-Information-Temp","msTPM-OwnerInformationTemp","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2108","2.5.5.12"
"Allowed-Attributes-Effective","allowedAttributesEffective","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.914","2.5.5.2"
"Ipsec-NFA-Reference","ipsecNFAReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.627","2.5.5.1"
"ms-DS-Is-Domain-For","msDS-IsDomainFor","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1933","2.5.5.1"
"MSMQ-User-Sid","mSMQUserSid","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1337","2.5.5.10"
"Serial-Number","serialNumber","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.5","2.5.5.5"
"ms-TPM-Tpm-Information-For-Computer","msTPM-TpmInformationForComputer","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2109","2.5.5.1"
"Allowed-Child-Classes","allowedChildClasses","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.911","2.5.5.2"
"Ipsec-Owners-Reference","ipsecOwnersReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.624","2.5.5.1"
"ms-DS-Is-Partial-Replica-For","msDS-IsPartialReplicaFor","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1934","2.5.5.1"
"MSMQ-Version","mSMQVersion","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.942","2.5.5.9"
"Server-Name","serverName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.223","2.5.5.12"
"ms-TPM-Tpm-Information-For-Computer-BL","msTPM-TpmInformationForComputerBL","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2110","2.5.5.1"
"Allowed-Child-Classes-Effective","allowedChildClassesEffective","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.912","2.5.5.2"
"Ipsec-Policy-Reference","ipsecPolicyReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.517","2.5.5.1"
"ms-DS-Is-User-Cachable-At-Rodc","msDS-IsUserCachableAtRodc","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2025","2.5.5.9"
"msNPAllowDialin","msNPAllowDialin","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1119","2.5.5.8"
"Server-Reference","serverReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.515","2.5.5.1"
"ms-DNS-Keymaster-Zones","msDNS-KeymasterZones","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2128","2.5.5.12"
"Alt-Security-Identities","altSecurityIdentities","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.867","2.5.5.12"
"Is-Critical-System-Object","isCriticalSystemObject","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.868","2.5.5.8"
"ms-DS-Revealed-List","msDS-RevealedList","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1940","2.5.5.14"
"msNPCalledStationID","msNPCalledStationID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1123","2.5.5.5"
"Server-Reference-BL","serverReferenceBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.516","2.5.5.1"
"ms-DNS-Is-Signed","msDNS-IsSigned","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2130","2.5.5.8"
"ANR","aNR","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1208","2.5.5.12"
"Is-Defunct","isDefunct","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.661","2.5.5.8"
"ms-DS-Revealed-List-BL","msDS-RevealedListBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1975","2.5.5.1"
"msNPCallingStationID","msNPCallingStationID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1124","2.5.5.5"
"Server-Role","serverRole","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.157","2.5.5.9"
"ms-DNS-Sign-With-NSEC3","msDNS-SignWithNSEC3","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2131","2.5.5.8"
"App-Schema-Version","appSchemaVersion","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.848","2.5.5.9"
"Is-Deleted","isDeleted","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.48","2.5.5.8"
"ms-DS-Last-Successful-Interactive-Logon-Time","msDS-LastSuccessfulInteractiveLogonTime","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1970","2.5.5.16"
"msNPSavedCallingStationID","msNPSavedCallingStationID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1130","2.5.5.5"
"Server-State","serverState","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.154","2.5.5.9"
"ms-DNS-NSEC3-OptOut","msDNS-NSEC3OptOut","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2132","2.5.5.8"
"Application-Name","applicationName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.218","2.5.5.12"
"Is-Ephemeral","isEphemeral","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1212","2.5.5.8"
"ms-DS-Last-Failed-Interactive-Logon-Time","msDS-LastFailedInteractiveLogonTime","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1971","2.5.5.16"
"msRADIUSCallbackNumber","msRADIUSCallbackNumber","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1145","2.5.5.5"
"Service-Binding-Information","serviceBindingInformation","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.510","2.5.5.12"
"ms-DNS-Maintain-Trust-Anchor","msDNS-MaintainTrustAnchor","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2133","2.5.5.9"
"Applies-To","appliesTo","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.341","2.5.5.12"
"Is-Member-Of-DL","memberOf","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.102","2.5.5.1"
"ms-DS-Failed-Interactive-Logon-Count","msDS-FailedInteractiveLogonCount","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1972","2.5.5.9"
"msRADIUSFramedIPAddress","msRADIUSFramedIPAddress","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1153","2.5.5.9"
"Service-Class-ID","serviceClassID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.122","2.5.5.10"
"ms-DNS-DS-Record-Algorithms","msDNS-DSRecordAlgorithms","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2134","2.5.5.9"
"Asset-Number","assetNumber","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.283","2.5.5.12"
"Is-Member-Of-Partial-Attribute-Set","isMemberOfPartialAttributeSet","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.639","2.5.5.8"
"ms-DS-Failed-Interactive-Logon-Count-At-Last-Successful-Logon","msDS-FailedInteractiveLogonCountAtLastSuccessfulLogon","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1973","2.5.5.9"
"msRADIUSFramedRoute","msRADIUSFramedRoute","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1158","2.5.5.5"
"Service-Class-Info","serviceClassInfo","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.123","2.5.5.10"
"ms-DNS-RFC5011-Key-Rollovers","msDNS-RFC5011KeyRollovers","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2135","2.5.5.8"
"Assistant","assistant","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.652","2.5.5.1"
"Is-Privilege-Holder","isPrivilegeHolder","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.638","2.5.5.1"
"ms-DS-USN-Last-Sync-Success","msDS-USNLastSyncSuccess","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2055","2.5.5.16"
"msRADIUSServiceType","msRADIUSServiceType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1171","2.5.5.9"
"Service-Class-Name","serviceClassName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.509","2.5.5.12"
"ms-DNS-NSEC3-Hash-Algorithm","msDNS-NSEC3HashAlgorithm","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2136","2.5.5.9"
"Assoc-NT-Account","assocNTAccount","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1213","2.5.5.10"
"Is-Recycled","isRecycled","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2058","2.5.5.8"
"ms-DS-Value-Type-Reference","msDS-ValueTypeReference","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2187","2.5.5.1"
"msRASSavedCallbackNumber","msRASSavedCallbackNumber","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1189","2.5.5.5"
"Service-DNS-Name","serviceDNSName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.657","2.5.5.12"
"ms-DNS-NSEC3-Random-Salt-Length","msDNS-NSEC3RandomSaltLength","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2137","2.5.5.9"
"associatedDomain","associatedDomain","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","0.9.2342.19200300.100.1.37","2.5.5.5"
"Is-Single-Valued","isSingleValued","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.33","2.5.5.8"
"ms-DS-Value-Type-Reference-BL","msDS-ValueTypeReferenceBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2188","2.5.5.1"
"msRASSavedFramedIPAddress","msRASSavedFramedIPAddress","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1190","2.5.5.9"
"Service-DNS-Name-Type","serviceDNSNameType","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.659","2.5.5.12"
"ms-DNS-NSEC3-Iterations","msDNS-NSEC3Iterations","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2138","2.5.5.9"
"associatedName","associatedName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","0.9.2342.19200300.100.1.38","2.5.5.1"
"jpegPhoto","jpegPhoto","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","0.9.2342.19200300.100.1.60","2.5.5.10"
"ms-DS-Optional-Feature-Flags","msDS-OptionalFeatureFlags","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2063","2.5.5.9"
"msRASSavedFramedRoute","msRASSavedFramedRoute","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1191","2.5.5.5"
"Service-Instance-Version","serviceInstanceVersion","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.199","2.5.5.10"
"ms-DNS-DNSKEY-Record-Set-TTL","msDNS-DNSKEYRecordSetTTL","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2139","2.5.5.9"
"attributeCertificateAttribute","attributeCertificateAttribute","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.58","2.5.5.10"
"Keywords","keywords","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.48","2.5.5.12"
"ms-DS-Token-Group-Names","msds-tokenGroupNames","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2345","2.5.5.1"
"Must-Contain","mustContain","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.24","2.5.5.2"
"Service-Principal-Name","servicePrincipalName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.771","2.5.5.12"
"ms-DNS-DS-Record-Set-TTL","msDNS-DSRecordSetTTL","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2140","2.5.5.9"
"Attribute-Display-Names","attributeDisplayNames","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.748","2.5.5.12"
"Knowledge-Information","knowledgeInformation","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.2","2.5.5.4"
"ms-DS-Token-Group-Names-Global-And-Universal","msds-tokenGroupNamesGlobalAndUniversal","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2346","2.5.5.1"
"Name-Service-Flags","nameServiceFlags","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.753","2.5.5.9"
"Setup-Command","setupCommand","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.325","2.5.5.12"
"ms-DNS-Signature-Inception-Offset","msDNS-SignatureInceptionOffset","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2141","2.5.5.9"
"Attribute-ID","attributeID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.30","2.5.5.2"
"labeledURI","labeledURI","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.3.6.1.4.1.250.1.57","2.5.5.12"
"ms-DS-Token-Group-Names-No-GC-Acceptable","msds-tokenGroupNamesNoGCAcceptable","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2347","2.5.5.1"
"NC-Name","nCName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.16","2.5.5.1"
"Shell-Context-Menu","shellContextMenu","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.615","2.5.5.12"
"ms-DNS-Secure-Delegation-Polling-Period","msDNS-SecureDelegationPollingPeriod","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2142","2.5.5.9"
"Attribute-Security-GUID","attributeSecurityGUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.149","2.5.5.10"
"Last-Backup-Restoration-Time","lastBackupRestorationTime","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.519","2.5.5.16"
"ms-Exch-Assistant-Name","msExchAssistantName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.444","2.5.5.12"
"NETBIOS-Name","nETBIOSName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.87","2.5.5.12"
"Shell-Property-Pages","shellPropertyPages","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.563","2.5.5.12"
"ms-DNS-Signing-Key-Descriptors","msDNS-SigningKeyDescriptors","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2143","2.5.5.10"
"Attribute-Syntax","attributeSyntax","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.32","2.5.5.2"
"Last-Content-Indexed","lastContentIndexed","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.50","2.5.5.16"
"ms-Exch-House-Identifier","msExchHouseIdentifier","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.596","2.5.5.12"
"netboot-Allow-New-Clients","netbootAllowNewClients","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.849","2.5.5.8"
"Short-Server-Name","shortServerName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1209","2.5.5.12"
"ms-DNS-Signing-Keys","msDNS-SigningKeys","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2144","2.5.5.10"
"Attribute-Types","attributeTypes","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.21.5","2.5.5.12"
"Last-Known-Parent","lastKnownParent","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.781","2.5.5.1"
"ms-Exch-LabeledURI","msExchLabeledURI","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.593","2.5.5.12"
"netboot-Answer-Only-Valid-Clients","netbootAnswerOnlyValidClients","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.854","2.5.5.8"
"Show-In-Address-Book","showInAddressBook","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.644","2.5.5.1"
"ms-DNS-DNSKEY-Records","msDNS-DNSKEYRecords","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2145","2.5.5.10"
"audio","audio","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","0.9.2342.19200300.100.1.55","2.5.5.10"
"Last-Logoff","lastLogoff","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.51","2.5.5.16"
"ms-Exch-Owner-BL","ownerBL","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.104","2.5.5.1"
"netboot-Answer-Requests","netbootAnswerRequests","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.853","2.5.5.8"
"Show-In-Advanced-View-Only","showInAdvancedViewOnly","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.169","2.5.5.8"
"ms-DNS-Parent-Has-Secure-Delegation","msDNS-ParentHasSecureDelegation","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2146","2.5.5.8"
"Auditing-Policy","auditingPolicy","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.202","2.5.5.10"
"Last-Logon","lastLogon","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.52","2.5.5.16"
"ms-FRS-Hub-Member","msFRS-Hub-Member","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1693","2.5.5.1"
"netboot-Current-Client-Count","netbootCurrentClientCount","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.852","2.5.5.9"
"SID-History","sIDHistory","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.609","2.5.5.17"
"ms-DNS-Propagation-Time","msDNS-PropagationTime","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2147","2.5.5.9"
"Authentication-Options","authenticationOptions","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.11","2.5.5.9"
"Last-Logon-Timestamp","lastLogonTimestamp","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1696","2.5.5.16"
"ms-FRS-Topology-Pref","msFRS-Topology-Pref","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.1692","2.5.5.12"
"Netboot-GUID","netbootGUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.359","2.5.5.10"
"Signature-Algorithms","signatureAlgorithms","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.824","2.5.5.12"
"ms-DNS-NSEC3-User-Salt","msDNS-NSEC3UserSalt","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2148","2.5.5.12"
"Authority-Revocation-List","authorityRevocationList","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","2.5.4.38","2.5.5.10"
"Last-Set-Time","lastSetTime","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.53","2.5.5.16"
"ms-DFSR-Version","msDFSR-Version","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.1","2.5.5.12"
"Netboot-DUID","netbootDUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2234","2.5.5.10"
"Site-GUID","siteGUID","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.362","2.5.5.10"
"ms-DNS-NSEC3-Current-Salt","msDNS-NSEC3CurrentSalt","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2149","2.5.5.12"
"Auxiliary-Class","auxiliaryClass","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.351","2.5.5.2"
"Last-Update-Sequence","lastUpdateSequence","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.330","2.5.5.12"
"ms-DFSR-Extension","msDFSR-Extension","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.2","2.5.5.10"
"Netboot-Initialization","netbootInitialization","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.358","2.5.5.12"
"Site-Link-List","siteLinkList","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.822","2.5.5.1"
"ms-Authz-Effective-Security-Policy","msAuthz-EffectiveSecurityPolicy","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2150","2.5.5.12"
"Bad-Password-Time","badPasswordTime","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.49","2.5.5.16"
"LDAP-Admin-Limits","lDAPAdminLimits","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.843","2.5.5.12"
"ms-DFSR-RootPath","msDFSR-RootPath","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.3","2.5.5.12"
"netboot-IntelliMirror-OSes","netbootIntelliMirrorOSes","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.857","2.5.5.12"
"Site-List","siteList","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.821","2.5.5.1"
"ms-Authz-Proposed-Security-Policy","msAuthz-ProposedSecurityPolicy","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2151","2.5.5.12"
"Bad-Pwd-Count","badPwdCount","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.12","2.5.5.9"
"LDAP-Display-Name","lDAPDisplayName","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.2.460","2.5.5.12"
"ms-DFSR-RootSizeInMb","msDFSR-RootSizeInMb","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.6.13.3.4","2.5.5.16"
"netboot-Limit-Clients","netbootLimitClients","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.850","2.5.5.8"
"Site-Object","siteObject","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.512","2.5.5.1"
"ms-Authz-Last-Effective-Security-Policy","msAuthz-LastEffectiveSecurityPolicy","11/10/2017 2:25:45 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.2152","2.5.5.12"
"Birth-Location","birthLocation","11/10/2017 2:25:44 PM","6/15/2026 12:10:18 AM","1.2.840.113556.1.4.332","2.5.5.10"
